author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
karawoo,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2620,2018-05-17T02:35:58Z,2018-11-13T14:47:30Z,2018-05-17T13:47:58Z,Closes #2614. I _think_ I got all the relevant places where `calc()` was used.,https://github.com/tidyverse/ggplot2/pull/2620,ggplot2
karawoo,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2619,2018-05-17T01:56:59Z,2018-11-13T14:47:28Z,2018-05-17T13:48:22Z,Closes #2610,https://github.com/tidyverse/ggplot2/pull/2619,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2617,2018-05-16T20:25:09Z,2018-11-14T15:35:47Z,2018-05-18T13:59:50Z,Fixes #2598,https://github.com/tidyverse/ggplot2/pull/2617,ggplot2
cpsievert,CONTRIBUTOR,closed,7,https://github.com/tidyverse/ggplot2/pull/2616,2018-05-16T19:15:53Z,2018-11-14T15:35:45Z,2018-05-18T14:32:51Z,,https://github.com/tidyverse/ggplot2/pull/2616,ggplot2
schloerke,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/2613,2018-05-16T02:19:39Z,2018-11-12T14:13:47Z,2018-05-16T13:27:18Z,"current:
```r
aes(short = 1, veryveryverylong = 2)
# Aesthetic mapping: 
# * `short           ` -> 1
# * `veryveryverylong` -> 2
```

PR
```r
aes(short = 1, veryveryverylong = 2)
# Aesthetic mapping: 
# * `short`            -> 1
# * `veryveryverylong` -> 2
```

The back ticks should not contain the white space around the variable names.  This change keeps the spacing, just moves the back ticks to be directly around the name.",https://github.com/tidyverse/ggplot2/pull/2613,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2612,2018-05-15T22:45:50Z,2018-11-12T00:36:27Z,2018-05-16T00:21:09Z,"I don't know what caused this, but it's likely the scale is now being used in some way it wasn't previously. It only affects two packages.

Fixes #2596",https://github.com/tidyverse/ggplot2/pull/2612,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2611,2018-05-15T22:31:50Z,2018-11-12T23:12:02Z,2018-05-16T23:09:39Z,Fixes #2607,https://github.com/tidyverse/ggplot2/pull/2611,ggplot2
hadley,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/2606,2018-05-15T20:14:19Z,2018-11-11T21:36:34Z,2018-05-15T21:10:59Z,Fixes revdep failure in ggthemes,https://github.com/tidyverse/ggplot2/pull/2606,ggplot2
hadley,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2605,2018-05-15T20:05:15Z,2018-11-11T21:36:32Z,2018-05-15T21:15:38Z,@hrbrmstr can you please double check? I think this is just a simple omission.,https://github.com/tidyverse/ggplot2/pull/2605,ggplot2
thomasp85,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2604,2018-05-15T19:38:55Z,2018-11-11T21:36:36Z,2018-05-15T21:09:52Z,"Fixes #2594

I’ve added coord_transform to support free scales as I think it simply has been left out in an error. If that is wrong I’ll change it back",https://github.com/tidyverse/ggplot2/pull/2604,ggplot2
thomasp85,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2603,2018-05-15T18:45:02Z,2018-11-11T21:36:30Z,2018-05-15T21:16:11Z,Fixes #2595,https://github.com/tidyverse/ggplot2/pull/2603,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2602,2018-05-15T18:26:33Z,2018-11-11T22:36:27Z,2018-05-15T22:33:25Z,Improvements to breaking changes,https://github.com/tidyverse/ggplot2/pull/2602,ggplot2
thomasp85,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2601,2018-05-15T18:06:42Z,2018-11-11T18:36:24Z,2018-05-15T18:25:23Z,,https://github.com/tidyverse/ggplot2/pull/2601,ggplot2
hadley,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/2600,2018-05-15T17:51:03Z,2018-11-12T20:49:46Z,2018-05-16T20:19:44Z,"Fixes #2599

@karawoo any ideas why this behaviour changed?",https://github.com/tidyverse/ggplot2/pull/2600,ggplot2
hadley,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/2593,2018-05-15T16:57:49Z,2018-11-13T01:12:02Z,2018-05-17T00:37:58Z,Fixes #2585,https://github.com/tidyverse/ggplot2/pull/2593,ggplot2
pkq,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/2592,2018-05-15T16:57:41Z,2018-11-11T17:36:24Z,2018-05-15T17:03:14Z,"Reverse inadvertent deletion of 'not' in 'aesthetics that are not length one'

Apologies for the typo!",https://github.com/tidyverse/ggplot2/pull/2592,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2590,2018-05-15T16:33:06Z,2018-11-12T15:13:49Z,2018-05-16T14:57:29Z,Fixes #2586. Regression introduced in 4c1964bc650028acaa8c606de341dcbd6cfb2e78,https://github.com/tidyverse/ggplot2/pull/2590,ggplot2
eliocamp,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2589,2018-05-15T14:30:39Z,2018-11-14T15:26:44Z,2018-05-15T14:50:51Z,Fixes a small typo in documentation of ggproto.,https://github.com/tidyverse/ggplot2/pull/2589,ggplot2
pkq,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2588,2018-05-14T23:55:17Z,2018-11-11T01:00:29Z,2018-05-15T00:23:29Z,Includes minor wording changes throughout to improve alignment to http://style.tidyverse.org/news.html,https://github.com/tidyverse/ggplot2/pull/2588,ggplot2
topepo,MEMBER,closed,5,https://github.com/tidyverse/ggplot2/pull/2580,2018-05-12T17:11:41Z,2018-11-10T16:00:28Z,2018-05-14T14:33:39Z,The revdep process had to be restarted twice and I don't know if that impacted any package checks. I slacked @gaborcsardi about this.  ,https://github.com/tidyverse/ggplot2/pull/2580,ggplot2
clauswilke,MEMBER,closed,13,https://github.com/tidyverse/ggplot2/pull/2577,2018-05-11T23:37:35Z,2018-11-17T20:46:59Z,2018-05-15T14:01:18Z,"Correct text justification works now for rotated text. Do you want me to add a visual test for this?

``` r
library(ggplot2)
df <- reshape2::melt(outer(1:4, 1:4), varnames = c(""X1"", ""X2""))

p1 <- ggplot(df, aes(X1, X2)) + geom_tile(aes(fill = value))
p1 + scale_fill_continuous(
  breaks = c(5, 10, 15),
  labels = paste(""long"", c(5, 10, 15)),
  guide = guide_legend(
    direction = ""horizontal"",
    title.position = ""top"",
    label.position = ""bottom"",
    label.theme = element_text(angle = 90, hjust = 1, vjust = 0.5)
  )
)
```

![](https://i.imgur.com/9MsgYsE.png)

Created on 2018-05-11 by the [reprex package](http://reprex.tidyverse.org) (v0.2.0).",https://github.com/tidyverse/ggplot2/pull/2577,ggplot2
hadley,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2575,2018-05-11T20:37:16Z,2018-11-11T21:36:28Z,2018-05-15T21:18:14Z,Since R CMD check requires <5s,https://github.com/tidyverse/ggplot2/pull/2575,ggplot2
hadley,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2572,2018-05-11T14:28:59Z,2018-11-07T17:07:04Z,2018-05-11T16:54:46Z,"* scales was historical; needed version already on CRAN
* dev rlang needed for `as_quosures()` and vector `parse_exprs()`

(Plus I accidentally included some smaller spurious changes 😬 )",https://github.com/tidyverse/ggplot2/pull/2572,ggplot2
batpigandme,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2571,2018-05-11T11:23:08Z,2018-11-07T14:07:04Z,2018-05-11T12:59:54Z,"* sf section now has a bullet, so that it's inline with everything else
* minor typo fixes
* consistent period at the end of each item AFTER `(@author)`",https://github.com/tidyverse/ggplot2/pull/2571,ggplot2
hadley,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/2569,2018-05-11T00:40:25Z,2018-11-07T13:07:03Z,2018-05-11T12:52:07Z,,https://github.com/tidyverse/ggplot2/pull/2569,ggplot2
clauswilke,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/2567,2018-05-10T19:08:56Z,2018-11-17T20:47:01Z,2018-05-10T22:11:05Z,"I think the way to fix this issue is to give `geom_smooth()` a first-class `se` parameter that is considered when drawing the panel. This allows the geom and the legend drawing code to always be in synch. See resulting behavior in the examples below.

One note: Currently one regression test fails because the `geom_smooth()` and `draw_group()` functions have different default arguments and the test checks for that. I think the test is wrong in this particular case, but I wanted to bring this up for discussion. Relevant lines in the code, with explanation for why it should be this way:
https://github.com/clauswilke/ggplot2/blob/ed016144c97cf67424498453a2f4e06925fdba92/R/geom-smooth.r#L119-L126

Examples of `geom_smooth()` with `stat_summary()`:
``` r
library(ggplot2)
ggplot(mtcars, aes(cyl, mpg, fill = factor(am))) +
  geom_smooth(stat = ""summary"")
#> No summary function supplied, defaulting to `mean_se()
```

![](https://i.imgur.com/T1NIgn7.png)

``` r

ggplot(mtcars, aes(cyl, mpg, fill = factor(am))) +
  geom_smooth(stat = ""summary"", se = FALSE)
#> No summary function supplied, defaulting to `mean_se()
```

![](https://i.imgur.com/q1bfbuN.png)

``` r

# stat_summary doesn't have an `se` parameter, hence
# default is `se = FALSE`
ggplot(mtcars, aes(cyl, mpg, fill = factor(am))) +
  stat_summary(geom = ""smooth"")
#> No summary function supplied, defaulting to `mean_se()
```

![](https://i.imgur.com/9qzn74l.png)

``` r

ggplot(mtcars, aes(cyl, mpg, fill = factor(am))) +
  stat_summary(geom = ""smooth"", se = TRUE)
#> No summary function supplied, defaulting to `mean_se()
```

![](https://i.imgur.com/7buwIW5.png)

And, for completeness, all combinations of `geom_smooth()` / `stat_smooth()` with `se = TRUE` / `se = FALSE` work as expected:

``` r
library(ggplot2)
ggplot(iris, aes(Sepal.Length, Sepal.Width, color = Species, fill = Species)) +
  geom_smooth()
#> `geom_smooth()` using method = 'loess' and formula 'y ~ x'
```

![](https://i.imgur.com/T0acn22.png)

``` r

ggplot(iris, aes(Sepal.Length, Sepal.Width, color = Species, fill = Species)) +
  geom_smooth(se = FALSE)
#> `geom_smooth()` using method = 'loess' and formula 'y ~ x'
```

![](https://i.imgur.com/gGn6HGV.png)

``` r

ggplot(iris, aes(Sepal.Length, Sepal.Width, color = Species, fill = Species)) +
  stat_smooth()
#> `geom_smooth()` using method = 'loess' and formula 'y ~ x'
```

![](https://i.imgur.com/RylFjCL.png)

``` r

ggplot(iris, aes(Sepal.Length, Sepal.Width, color = Species, fill = Species)) +
  stat_smooth(se = FALSE)
#> `geom_smooth()` using method = 'loess' and formula 'y ~ x'
```

![](https://i.imgur.com/RxuwOfy.png)

Created on 2018-05-10 by the [reprex package](http://reprex.tidyverse.org) (v0.2.0).",https://github.com/tidyverse/ggplot2/pull/2567,ggplot2
clauswilke,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2566,2018-05-10T17:22:30Z,2018-11-17T20:47:03Z,2018-05-10T17:23:42Z,The current documentation for `coord_cartesian()` has an incomplete sentence in the description of the parameter `default`. This PR fixes that.,https://github.com/tidyverse/ggplot2/pull/2566,ggplot2
batpigandme,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2565,2018-05-10T16:29:35Z,2018-11-11T14:03:57Z,2018-05-10T16:45:59Z,* Fixes #2457,https://github.com/tidyverse/ggplot2/pull/2565,ggplot2
hadley,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2564,2018-05-09T22:27:13Z,2018-11-06T15:42:16Z,2018-05-10T15:41:36Z,"Fixes #2563

@karawoo can you please take a look at this one too - I'm going to refactor `position_dodge2()` shortly as I think I see a way to make the code cleaner.",https://github.com/tidyverse/ggplot2/pull/2564,ggplot2
hadley,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2562,2018-05-09T21:49:36Z,2018-11-06T23:28:46Z,2018-05-10T22:43:33Z,"Fixes #2493 

@karawoo can you please double check my logic? I think this makes sense as we should only be considering the maximum number of overlapping groups within a panel.",https://github.com/tidyverse/ggplot2/pull/2562,ggplot2
lionel-,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2561,2018-05-09T18:45:00Z,2018-11-05T20:09:14Z,2018-05-09T19:37:46Z,"- On Travis add R 3.1 now that tidyr/tidyselect are fixed on 3.1
- On Appveyor use `ggplot_build()` instead of vdiffr until the latter is fixed on Windows platforms",https://github.com/tidyverse/ggplot2/pull/2561,ggplot2
thomasp85,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2560,2018-05-08T21:32:45Z,2018-11-05T00:27:18Z,2018-05-09T00:10:06Z,#2559 breaks support for rgba colour values. This undos the changes reinstating support,https://github.com/tidyverse/ggplot2/pull/2560,ggplot2
thomasp85,MEMBER,closed,6,https://github.com/tidyverse/ggplot2/pull/2559,2018-05-07T20:45:55Z,2018-11-04T22:36:12Z,2018-05-07T22:26:01Z,"Fix #2558

This PR changes all the default values for the alpha aesthetic to 1 in the cases where it is currently set to `NA`. Any colour are currently passed through `scales::alpha()` if it should be modified with transparency and this function treats `NA` as 1, so there should be no practical effect of this change.",https://github.com/tidyverse/ggplot2/pull/2559,ggplot2
clauswilke,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2557,2018-05-07T17:25:00Z,2018-11-06T16:42:14Z,2018-05-07T17:27:14Z,"This closes #2544.

```{r}
library(ggplot2)                                                                                                                                                       
ggplot(iris, aes(x = Sepal.Length, y = Petal.Length, color = Species)) +                                                                                               
  geom_point() +                                                                                                                                                         
  scale_color_discrete(guide = guide_legend(label.theme = element_text(face = ""italic"")))                                                                                
```
<img width=""627"" alt=""screen shot 2018-05-07 at 12 12 05 pm"" src=""https://user-images.githubusercontent.com/4210929/39714788-c2fdea46-51f0-11e8-9cc2-e42bc4fff1c9.png"">


```{r}
ggplot(iris, aes(x = Sepal.Length, y = Petal.Length, color = Species)) +                                                                                               
  geom_point() +                                                                                                                                                         
  scale_color_discrete(guide = guide_legend(title.theme = element_text(face = ""italic"")))     
```
<img width=""627"" alt=""screen shot 2018-05-07 at 12 12 17 pm"" src=""https://user-images.githubusercontent.com/4210929/39714801-cb403eb6-51f0-11e8-8649-d6ff956b8987.png"">

Both examples look a bit weird because the font size isn't specified. Once we specify font size as well, things look as expected.",https://github.com/tidyverse/ggplot2/pull/2557,ggplot2
clauswilke,MEMBER,closed,9,https://github.com/tidyverse/ggplot2/pull/2556,2018-05-07T02:53:11Z,2018-11-06T16:42:12Z,2018-05-08T19:06:55Z,"This pull request, while not completely solving https://github.com/tidyverse/ggplot2/issues/2465, makes it much easier to work around it, by enabling `margin`, `hjust`, and `vjust` for the theme element `legend.title`. This enables fine-grained justification control over the location of the legend title, which is needed for plots with more than one legend.

Examples:

```{r}
library(ggplot2)
p <- ggplot(mtcars, aes(hp, disp, color = mpg, shape = factor(cyl))) +
  geom_point(size = 2) +
  theme(legend.position = ""top"",
        legend.title = element_text(vjust = 1, margin = margin(t = 4.5)),
        legend.spacing.y = grid::unit(3, ""pt""),
        legend.text.align = 0.5)
p
```
<img width=""739"" alt=""screen shot 2018-05-06 at 9 39 21 pm"" src=""https://user-images.githubusercontent.com/4210929/39682710-2d331780-5177-11e8-9255-613295b9edcd.png"">

```{r}
p + guides(shape = guide_legend(label.position = ""bottom""))
```
<img width=""739"" alt=""screen shot 2018-05-06 at 9 39 35 pm"" src=""https://user-images.githubusercontent.com/4210929/39682715-34120c6e-5177-11e8-9a36-4b98acc6de7e.png"">

For comparison, with the default settings but legend on top, this plot looks as follows:
```{r}
ggplot(mtcars, aes(hp, disp, color = mpg, shape = factor(cyl))) +
  geom_point(size = 2) +
  theme(legend.position = ""top"")
```
<img width=""739"" alt=""screen shot 2018-05-06 at 9 49 27 pm"" src=""https://user-images.githubusercontent.com/4210929/39682770-74a78d44-5177-11e8-9b64-ffaedf5cd7a5.png"">
(Unfortunately, there is no good way at this time to adjust the default settings depending on whether the legend sits on top or at the side. This will have to wait for later.)

Note that none of the visual tests except one had to be changed. Things look exactly as they always did if the default settings are not changed. The visual test that had to be changed had the problem that the two legends in that plot switched order. I have now fixed the order, so this won't happen again.",https://github.com/tidyverse/ggplot2/pull/2556,ggplot2
clauswilke,MEMBER,closed,17,https://github.com/tidyverse/ggplot2/pull/2555,2018-05-04T21:17:31Z,2018-11-17T20:46:53Z,2018-05-10T13:38:18Z,"I realized yesterday that with very little work I could address most of the issues I raised in https://github.com/tidyverse/ggplot2/issues/2345. So I would like to propose this pull request to substantially improve ggplot2's handling of nonstandard aesthetics. The pull request consists primarily of removing hardcoded aesthetics names in various places, and a few minor adjustments to handle the fallout. All the regression tests pass, and none of the changes should impact anybody who is using ggplot2 as they always have. Below follow some examples of what this code can do.

First, we can now specify the aesthetics independently of the scale name,
e.g., define the fill scale using `scale_color_brewer()`:

```{r}
library(ggplot2)
ggplot(iris, aes(x = Sepal.Length, fill = Species)) +
  geom_density(alpha = 0.7) +
  scale_colour_brewer(type = ""qual"", aesthetics = ""fill"")
```
<img width=""592"" alt=""screen shot 2018-05-04 at 4 04 03 pm"" src=""https://user-images.githubusercontent.com/4210929/39653221-c63404da-4fb5-11e8-8b38-9245cb46dc7e.png"">

Second, we can specify multiple aesthetics at once. The legends get merged if appropriate:
```{r}
ggplot(iris, aes(x = Species, y = Sepal.Length, color = Species, fill = Species)) +
  geom_boxplot(alpha = 0.2) +
  geom_point(position = ""jitter"") +
  scale_colour_hue(c = 50, l = 40, aesthetics = c(""colour"", ""fill""))
```
<img width=""591"" alt=""screen shot 2018-05-04 at 4 04 19 pm"" src=""https://user-images.githubusercontent.com/4210929/39653229-d036c698-4fb5-11e8-89c1-abc0c6b35b84.png"">

This also works if the aesthetics represent different data columns: 
```{r}
ggplot(iris, aes(x = Sepal.Length, y = Petal.Length, color = Sepal.Length, fill = Petal.Length)) +
  geom_point(shape = 21, size = 3, stroke = 2) +
  scale_colour_viridis_c(name = ""Length"",
                         option = ""B"", aesthetics = c(""colour"", ""fill""))
```
<img width=""592"" alt=""screen shot 2018-05-04 at 4 04 37 pm"" src=""https://user-images.githubusercontent.com/4210929/39653246-dd1bb18e-4fb5-11e8-84fc-6c8f84f054f8.png"">

The limits get merged automatically, as can be seen here more clearly:
```{r}
df <- data.frame(x = c(1, 2, 3),
                 y = c(6, 5, 7))

ggplot(df, aes(x, y, color = x, fill = y)) +
  geom_point(shape = 21, size = 3, stroke = 2) +
  scale_colour_viridis_c(name = ""value"",
                         option = ""B"", aesthetics = c(""colour"", ""fill""))
```
<img width=""590"" alt=""screen shot 2018-05-04 at 4 04 55 pm"" src=""https://user-images.githubusercontent.com/4210929/39653258-e700b33e-4fb5-11e8-993b-3b5d2225a1ff.png"">

All of this also works with non-standard aesthetics, which I have implemented in ggridges.
First an example with `guide_legend()`:
  
```{r}
library(ggridges)
ggplot(iris, aes(x = Sepal.Length, y = Species, fill = Species, point_color = Species)) +
  geom_density_ridges(jittered_points = TRUE, position = ""raincloud"", alpha = .4) +
  scale_color_manual(values = c(""#924658"", ""#366A17"", ""#126490""),
                     aesthetics = c(""fill"", ""point_color""))
```
<img width=""592"" alt=""screen shot 2018-05-04 at 4 05 23 pm"" src=""https://user-images.githubusercontent.com/4210929/39653270-f7c7de40-4fb5-11e8-91b9-f2d483a01583.png"">

And now an example with `guide_colorbar()`:
  
```{r}
ggplot(iris, aes(x = Sepal.Length, y = Species, fill = ..x.., point_fill = Sepal.Length)) +
  geom_density_ridges_gradient(jittered_points = TRUE, position = ""raincloud"",
                               point_color = ""black"", point_shape = 21, scale = 1.1) +
  scale_color_viridis_c(
    option = ""A"",
    aesthetics = c(""fill"", ""point_fill""),
    guide = guide_colorbar(available_aes = c(""fill"", ""point_fill"")),
    name = ""Sepal Length""
  )
```
<img width=""592"" alt=""screen shot 2018-05-04 at 4 05 39 pm"" src=""https://user-images.githubusercontent.com/4210929/39653288-0e9b3900-4fb6-11e8-8ba1-c26232c9c96f.png"">
",https://github.com/tidyverse/ggplot2/pull/2555,ggplot2
bfgray3,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2549,2018-04-30T20:45:22Z,2018-10-28T19:52:07Z,2018-05-01T19:51:13Z,I have tried to implement the fix suggested by Winston in the comments on this issue.,https://github.com/tidyverse/ggplot2/pull/2549,ggplot2
bfgray3,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2548,2018-04-30T20:37:18Z,2018-10-28T00:48:54Z,2018-05-01T00:23:03Z,I've specified the namespace for `s` as described in #2535.,https://github.com/tidyverse/ggplot2/pull/2548,ggplot2
AdeelH,NONE,closed,2,https://github.com/tidyverse/ggplot2/pull/2546,2018-04-30T08:35:39Z,2018-11-07T15:07:04Z,2018-05-11T14:29:36Z,Implement the fix described here: https://github.com/tidyverse/ggplot2/issues/2497#issuecomment-385333245,https://github.com/tidyverse/ggplot2/pull/2546,ggplot2
karawoo,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2545,2018-04-29T21:46:57Z,2018-10-27T14:27:56Z,2018-04-30T14:15:38Z,"#2386 made `preserve = ""total""` the default for `PositionDodge2`, but didn't swap the order of the defaults in `position_dodge2()`. This fixes it.",https://github.com/tidyverse/ggplot2/pull/2545,ggplot2
bfgray3,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2543,2018-04-29T00:39:22Z,2018-10-27T15:27:58Z,2018-04-30T14:52:39Z,I've tried to close these two issues with this small pull request.,https://github.com/tidyverse/ggplot2/pull/2543,ggplot2
lionel-,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2542,2018-04-28T19:14:23Z,2018-10-27T20:27:56Z,2018-04-30T20:02:32Z,"There is still some work to do but this could already be merged.

TODO:

- Build static libraries of the freetypeharfbuzz package (will probably rename it to fontshaper) for Windows. Until then the Appveyor builds will fail.

- Double check freetypeharfbuzz builds correctly on all platforms. It builds on all r-hub unix platforms but I got an error on Travis macOS.

- Possibly: Create a package that links statically against Cairo in order to produce raster images deterministically.",https://github.com/tidyverse/ggplot2/pull/2542,ggplot2
clauswilke,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/2541,2018-04-28T15:42:07Z,2018-10-29T22:41:17Z,2018-05-02T22:05:27Z,"Inspired by StackOverflow questions [here](https://stackoverflow.com/q/29793398/4975218) and [here:](https://stackoverflow.com/q/50070741/4975218) This patch enables better styling of the colorbar guide.

Examples:
```{r}
set.seed(123)
df <- data.frame(x <- rnorm(10),
                 y <- rnorm(10),
                 fill <- rnorm(10))

p <- ggplot(df, aes(x, y, fill = fill)) + geom_point()

# current ggplot2
p + scale_fill_gradient(low = 'white', high = 'red')
```
<img width=""653"" alt=""screen shot 2018-04-28 at 10 34 44 am"" src=""https://user-images.githubusercontent.com/4210929/39398210-6422f5e2-4ad0-11e8-8662-d57048fabbe9.png"">

```{r}
# make frame around color bar
p + scale_fill_gradient(low = 'white', high = 'red',
                        guide = guide_colorbar(frame.colour = ""black""))
```
<img width=""653"" alt=""screen shot 2018-04-28 at 10 34 54 am"" src=""https://user-images.githubusercontent.com/4210929/39398217-70c2c34a-4ad0-11e8-991a-37354f1cda64.png"">

```{r}
# style tick marks
p + scale_fill_gradient(low = 'white', high = 'red',
                        guide = guide_colorbar(ticks.colour = ""black""))
```
<img width=""653"" alt=""screen shot 2018-04-28 at 10 35 01 am"" src=""https://user-images.githubusercontent.com/4210929/39398221-777fddd0-4ad0-11e8-94db-7e35fdf49954.png"">

```{r}
# style frame and tick marks at the same time, change linewidth
p + scale_fill_gradient(low = 'white', high = 'red',
                        guide = guide_colorbar(frame.colour = ""black"",
                                               frame.linewidth = 1,
                                               ticks.colour = ""black"",
                                               ticks.linewidth = 1))
```
<img width=""653"" alt=""screen shot 2018-04-28 at 10 35 08 am"" src=""https://user-images.githubusercontent.com/4210929/39398226-7d496808-4ad0-11e8-8b26-2b1b5c36dcdc.png"">

This pull request will require some modifications once https://github.com/tidyverse/ggplot2/pull/2415 is integrated (or vice versa). I'm happy to take care of that.",https://github.com/tidyverse/ggplot2/pull/2541,ggplot2
clauswilke,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/2539,2018-04-27T19:08:29Z,2018-10-29T00:48:37Z,2018-05-01T23:02:49Z,"This pull request makes it possible to switch off clipping via a setting in the coordinate functions. Examples follow.

First a regular plot with standard clipping:
```{r}
mt_named <- data.frame(mtcars, name = row.names(mtcars))
p <- ggplot(mt_named, aes(mpg, reorder(name, mpg))) + 
  geom_point(size = 2.5, color = ""#0072B2"") +
  geom_text(aes(x = mpg + .5, label = name), hjust = 0, size = 3) +
  scale_y_discrete(name = NULL, breaks = NULL, expand = c(0, 1)) +
  theme_bw() +
  theme(panel.border = element_blank(),
        panel.grid.minor = element_blank(),
        panel.background = element_blank(),
        axis.line.x = element_line(),
        plot.margin = margin(6, 45, 6, 6))
p
```
<img width=""546"" alt=""screen shot 2018-04-27 at 1 59 19 pm"" src=""https://user-images.githubusercontent.com/4210929/39380354-e3ce97e0-4a23-11e8-984f-e6976c4167f3.png"">

Clipping turned off:
```{r}
p + coord_cartesian(clip = ""off"")
```
<img width=""546"" alt=""screen shot 2018-04-27 at 1 59 26 pm"" src=""https://user-images.githubusercontent.com/4210929/39380377-f74b6848-4a23-11e8-82b8-a5ee9126e961.png"">

Fixed coordinate system:
```{r}
p + coord_fixed(clip = ""off"")
```
<img width=""546"" alt=""screen shot 2018-04-27 at 1 59 34 pm"" src=""https://user-images.githubusercontent.com/4210929/39380427-22a829c2-4a24-11e8-926d-8437ec06db01.png"">

This works also with `facet_wrap()` and `facet_grid()`:
```{r}
p + coord_cartesian(clip = ""off"") +
  facet_wrap(~carb)
```
<img width=""546"" alt=""screen shot 2018-04-27 at 1 59 51 pm"" src=""https://user-images.githubusercontent.com/4210929/39380433-2b714052-4a24-11e8-90c6-7efc89e8fac4.png"">

```{r}
p + coord_cartesian(clip = ""off"") +
  facet_grid(gear~carb)
```
<img width=""546"" alt=""screen shot 2018-04-27 at 2 00 01 pm"" src=""https://user-images.githubusercontent.com/4210929/39380439-31b046a2-4a24-11e8-8088-ff8d61b33210.png"">

Nothing is changed from current ggplot2 as long as we don't set the `clip` option: 
```{r}
p + coord_cartesian() + facet_grid(gear~carb)
```
<img width=""546"" alt=""screen shot 2018-04-27 at 2 00 37 pm"" src=""https://user-images.githubusercontent.com/4210929/39380449-38d4bada-4a24-11e8-841f-a63e006a0346.png"">
",https://github.com/tidyverse/ggplot2/pull/2539,ggplot2
thomasp85,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/2538,2018-04-27T18:30:29Z,2018-10-28T13:52:10Z,2018-05-01T11:24:23Z,"Fix #2432

This PR exports and documents `set_last_plot()` thus making it easier for extension developers implementing custom build/plot code to use the `last_plot()` facility

No NEWS bullet added as this is under the hood",https://github.com/tidyverse/ggplot2/pull/2538,ggplot2
thomasp85,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2537,2018-04-27T18:24:59Z,2018-10-24T21:10:12Z,2018-04-27T20:53:28Z,"Fix #2527

This PR will export the Layout class/object thus making it easier for extension developers to modify the build process.

No NEWS bullet has been added as I consider this minor and under the hood",https://github.com/tidyverse/ggplot2/pull/2537,ggplot2
batpigandme,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/2524,2018-04-15T20:51:29Z,2018-11-11T14:03:55Z,2018-04-27T15:57:41Z,,https://github.com/tidyverse/ggplot2/pull/2524,ggplot2
